;text;target
2910;jak dla mnie fotel beznadziejny ;1
2911;ten sam klawisz raz dziala plynnie lagodnie czyli tak jak powinien a za chwile trzeba uzyc kilka raz wiecej sily zeby go nacisnac ;1
2912;kojec zakupionym z przeznaczeniem dla bliznjakow do zabawy i jako miejsce do spania podczas wyjazdow ;0
2913;w paru miejscach cos znajduje sie pod tolexem widac po prostu male gorki ktorych sie nie da zlikwidowac ;1
2914;plus za dopasowanie do butelek i pojemniczkow do mrozenia ;2
2915;siec wifi mozna dobrze zabezpieczyc ;2
2916;mam ta baterie od niedawna ;0
2917;niestety na rynku nie sposob znalezc cokolwiek lepszego dwuglosnikowego w tej kategorii cenowej ;3
2918;urzadzenie to jest bardzo halasliwe i absolutnie nie spelnia swojego zadania jako depilator nie spelnia go rowniez jako golarka poniewaz nogi nie sa gladkie ;1
2919;nazwy sa po angielsku co stanowi dla mnie duzy problem ale mysle ze z czasem to opanuje ;3
2920;nie ma sensu pisac o zaletach urzadzenia skoro brak mozliwosci normalnego korzystania z urzadzenia na trasach powyzej godzin nie mowiac o np godzinach przy dwoch kierowcach oczywiscie ;1
2921;na popakowaniu pisze wprost ze wyprodukowano je w indiach a przepakowano lub finalnie zapakowano w polsce ;3
2922;z gory mowie ze znam sie na sprzecie kupuje tylko firmowe rzeczy bosch festool fein i widze wszelkie defekty ;0
2923;okropna ;1
2924;drugi raz nie kupila by m mlodego mistrza szkoda ze tego typu zabawek nie mozna ze wzgledu na oryginalne zapakowanie w folie przynajmniej zobaczyc przed zakupem ;1
2925;grafika pierwszych dwoch czesci zniecheca calkowicie jak by ja ktos narysowal w paincie ;1
2926;niby jest wszystko w miare ok ale ten tytul to produkcja aaa na ktora czekalo sie kilka lat wiec oczekiwania byly wielkie i patrzac przez ten pryzmat gra zawiodla ;3
2927;glosny kwiczy jak zarzynana swinia ;1
2928;niektore z zartow sa obrzydliwe i wrecz durne ale ta czesc smieszyla mnie najbardziej bo im dalej tym gorzej ;3
2929;pierwszy raz zakupila m ja w sklepie internetowym poniewaz kilka klientek pytalo dlaczego perfumy zakupione w tym sklepie pachna slabiej i krocej niz kupione u mnie w sephorze ;3
2930;jakies ku wa zarty ;1
2931;przyciski dzialaja solidnie ;2
2932;pomijajac rozmiary to jeden z lzejszych materacy ;2
2933;dlugi kabel jest akurat plusem ;2
2934;mx wydaje sie zarzadka natomiast gelid jest jak podstarzaly silikon ;3
2935;do wyboru mialem pendrive czytnik i jeszcze jakis bubel ktorego nazwy nie pamietam wybor padl jednak na sluchawki bo dawno zadnych nie mialem na uszach ;0
2936;nasadki nie uzywam bo tylko drapie i podraznia skore ;1
2937;blyskotliwa i inteligentna michalinka wywraca jego zycie do gory nogami ;0
2938;raz udalo sie by poleciala jak w reklamie i nie wiemy jak ;3
2939;moze trafil em na jakis wyjatkowo wadliwy egzemplarz a moze ten typ tak ma ale jak na gadzet do domu za zl to chyba gruba przesada ;1
2940;jedynie evobox i hds wchodza na i ;3
2941;inne zarowki philips i osram przepalaly sie jedna po drugiej w odstepie jednego dnia bo tak dobrze te firmy ograniczaja ich trwalosc ;1
2942;po jego unidenie m tech to okaz wyrazizstosci odbioru zasiegu i komunikatywnosci ;2
2943;mialem to cos wyczytal em ze robione w polsce jakie to nie super mam normalna trawe zadnych kamieni a obudowa juz od pierwszych dni zaczela sie doslownie sypac od byle patyczka poza tym pomimo niby w dlawila sie na byle pojedynczej kepce wysokosci ca cm do tego trzeba bylo wrecz sciskac wlacznik bo z byle powodu sie wylaczala noz to chyba z plastiku dla porownania po tym czyms wzial em od rodzicow letniego chinola w ktory przezyl pieklo kosil takie chaszcze az nie do uwierzenia i dalej dziala jest dojechany a wydajny jak ten niby super produkt ktory wywalil em doszedl em do wniosku ze kupie byle co nowego byle taniej bo jedno i drugi to jedno wielkie gie to po co przeplacac;1
2944;dodatkowym plusem jest mozliwosc opoznienia startu ;2
2945;probowal em robic kawe z saszetek kupowal em dwa rodzaje saszetek niestety saszetka okazywala sie za duza i nie dalo sie zalozyc kolby ;1
2946;w obecnej chwili mialem budyn tak samo kaloryczny jak po dodaniu zwyklego cukru ale smak niestety pozostal gorzki rowniez slodkosc jeszcze nie osiagnela tego samego punktu niz gdyby m zrobil drugi budyn z z cukrem bialym ;1
2947;piec byl reklamowany jako niezawodny ;1
2948;mam go od wrzesnia i niezbyt moge go polecic szybka potrafi zaparowac po minutach marszu w cieplejsze dni czasami przy lekkim uderzeniu potrafi sie zatrzymac i trzeba nim mocniej potrzasnac zeby zaczal znowu chodzic oczywiscie nie wiedzac juz ktora jest godzina jest bardzo delikatny wiec rzadko go nosze a jestem przyzwyczajony do zegarka wiec musze kupic kolejny ale przypuszczam ze juz nie timexa choc z poprzedniego nie znam modelu ale mial bialo czarna koperte byl em bardzo zadowolony ale tak to jest jak chce sie troche zaoszczedzic trzeba potem placic podwojnie ;1
2949;mam ja w trzecim komputerze na ktorym stoja rozne systemy operacyjne windows se windows xp i windows ;0
2950;nie odsprzedam go dalej ani nawet nie podaruje bo wstyd ;1
2951;nie jest brzydki ale nie sadze by mnie jakos szczegolnie oczarowal jest taki codzienny mam tez wrazenie ze jest bardzo podobny do znanych mi juz od lat bardzo popularnych zapachow ;3
2952;posiadam ten mikser od czterech lat uzywam go jako czesci domowego studia oraz jako glowny pa mixer podczas wystepow na zywo jako dj podlaczone tak numark cdn x stanton t reloop iq midi xenyx qx europower x bxl x vps mikrofon y podlaczone do xenyxa ;3
2953;na plus zaliczyl by m zombie mode czyli tak jakby resident evil grtis ale to wedle uznania mi sie podoba gre kupil em w dniu premiery ;2
2954;gdyby zapach byl trwalszy to byly by to jedne z moich ulubionych perfum a tak wiecej ich nie kupie ;1
2955;pozostalo zainstalowac swiezy system i sprzedac przez allegro ;1
2956;wolfcraft topex i wszystkie sa kiepskie a ten stanley jest najgorszy ;1
2957;juz na samym poczatku rozrabiania bylo malo to slodkie ale mysle ze moze po zrobieniu bedzie lepsze ;1
2958;jednoczesnie uzytkuje iphone s i pomimo tego ze znajduje w nim rowniez wady to ip w porownaniu do bb to niebo a ziemia ;1
2959;po pol roku zepsuty aparat owszem naprawiono grzecznosciowo ;1
2960;przykro ze urzadzenie tak zaawansowane sprawuje sie w powyzszy sposob ;1
2961;bardzo duza wada jest lipna jakosc palaka ktory mi pekl i podroz do serwisu sie szykuje ;1
2962;badziewne oprogramowanie ktore po kazdorazowej zmianie pomiedzy core cos tam powraca do wczesniejszych ustawien i ustawiaj po swojemu od nowa ;1
2963;jest sprawny robi swoja robote ale jak sobie przypomne prace opryskiwaczem plecakowym z polowy lat tych ktory pracowal do niedawna to ten marolex jest bardzo slabym produktem ;3
2964;ogolnie sprawia wrazenie drozszego i robi sympatyczne wrazenie ;2
2965;wszelkie szycia w stylu pijanego mistrza suwaki plastikowe bardzo slabej jakosci ;1
2966;tych przygod w ktore wpakowal swego bohatera starczylo by spokojnie na dwa tomy zamiast jednego a dzieki temu lektura nie zloscila by zamiast cieszyc ;1
2967;trzeba uwazac przy nakladaniu bo nakladasz paste w jednym kierunku a tyl pasty normalnie zwija sie jak sprezyna lub wlasnie guma schnacy silikon ;1
2968;polecam marimer baby aspirator do oczyszczania nosa nie ma nic lepszego do czyszczenia noska u dziecka ;2
2969;zero wysilku umyslowego taka papka zmiksowanych pomyslow parodia hitow dla widza ktory chce sie zrelaksowac a nie meczyc intelektualnie ;3
2970;przesiadka z natec v wyszla fatalnie ;1
2971;przyjmuje i wykonuje polcenia z obcego nr ;1
2972;nie zauwazyl em problemow z komunikacja a mam w zwyczaju podlaczac laptop do telewizora i siedziec z klawiatura na kanapie wiec zasieg w porzadku ;2
2973;pas bardzo latwo wpiac w system prowadzacy ;2
2974;ten ktos slyszy komunukat ze jestem poza zasiegiem ;1
2975;od razu otworzyli smy i zaczeli smy grac ;3
2976;cena nie swiadczy o jakosci ;1
2977;kupila m ten model dawno temu i do tej pory sluzy mi bez zarzutu ;2
2978;podany w instrukcji zasieg mb w terenie otwartym po co taka durna informacja przeciez to urzadzenie potrzebne dla domu i odbior sygnalu jest w domu a nie na polu czy na lace a prawda jest taka ze zasieg to ok mb odbior w domu i to nie wyrazny skrzeczacy dzwiek ;1
2979;od razu trzeba brac dodatkowy zestaw torow flex i rozjazdow przejazd kolejowy jego tez brakuje ewidentnie przeciez kazdy dzieciak ma jakies auta lego lub inne ktorych che uzyc w zabawie ;1
2980;innym padaja jeszcze w trakcie gwarancji po roku czy dwoch latach ;1
2981;mysle ze to dobry samouczek i na pewno do niego wroce kiedy bede miala troche wiecej czasu na przyjemnosci ;2
2982;dziwne ;1
2983;to znaczy ze producent nie odpowiada za nastawienie czasu gotowania i stabilnosc opcji keep warm ;1
2984;kupila m ten piekarnik ze wzgledu na image jest retro i ma srebrne wykonczenia czego nie ma zaden inny retro piekarnik ;2
2985;otchlan a nie produkt ;1
2986;widac to po wrzuceniu na kompa gry przycinaja sie dodam ze np na lg bello jaki kupilem lata temu z gb ramem i podobnym prockiem sa znacznie lepsze zdjecia i te same gry sie nie przycnaly ;1
2987;jednak nawet jak za tak dobra jakosc uwazam ze cena jest wygorowana ;3
2988;mozna ja ogladac nawet kilak razy i za kazdym jest tak samo smieszna ;2
2989;otwarcie jedna reka to juz gimnastyka z pomoca ust;1
2990;nie jest zbyt dobrze uzywac proszkow do prania bo nawet po rozpuszczeniu zapychaja dysze lepiej jest kupic plyn ;3
2991;jesli do tego dodamy gleboko rozczarowujaca scene dzwiekowa dla nosnikow usb lepiej kupic cos tanszego nawet jesli bedzie mialo te same wady ;1
2992;dzieje sie tak przy chodzeniu po menu a zwlaszcza jesli wybierze sie funkcje odblokuj wszystkie nagrania wtedy zawiech gwarantowany przynajmniej u mnie ;1
2993;gra ogolem dobra dosc ciekawa ale nie przyciaga do komputera na dlugo ;3
2994;nie ma kosmicznych rozwiazan ale jest w sam raz dla przecietnego uzytkownika zwlaszcza za ta cene ;2
2995;druga pracowala ledwie roku ciagle lamaly sie przewody na drzwiczkach ;0
2996;kroki a takze tryby sportowe tez dzialaja bez zarzutu ;2
2997;co do jakosci i dzwieku to poprostu miazga ;2
2998;samochodziki malenkie nie umywaja sie do lego ;1
2999;nie ma mozliwosci powrotu do androida chyba ze przez rootowanie i tego typu zabawy ;1
3000;zobaczymy jak dlugo bedzie chodzic bez napraw ;3
3001;gra jest od osiemnastego roku zycia ;3
3002;ta kwestie mogli mimo ceny lepiej rozwiazac ;1
3003;jeszcze pare dni wytrzymala m z nia co chwile poprawiajac kabel i probujac ustawic tak zeby wreszcie sie podlaczyla na dobre nic z tego malo tego jeszcze zepsul sie prawy przycisk nie dziala ;1
3004;instrukcja szara jedno barwna ;1
3005;po trzech latach klawiatura spadla z biurka lamiac ostatni shift pierwszy wylamany podczas czyszczenia klasyfikujac klawiature na zlom bo nawet kropelka nic tu nie pomogla ;1
3006;jak mowi wlasnie to motto razera od graczy dla graczy ;2
3007;lekka konstrukcja wykonana z slabych materialow ;3
3008;jeszcze go nie zamontowal em to sa moje spostrzezenia po wyjeciu z paczki i uruchomieniu ;3
3009;sluchawki sa rewelacyjne ;2
3010;ma praktycznie taki sam sensor avago vs avago konfigurowalnych klawiszy rolki nie licze zmiane dpi w gore i dol profili ustawienia klawiszy ;0
3011;na pewno nie gra plasko ;2
3012;pilka wcina sie jak goracy noz w maslo w lipcowy dzien ;2
3013;jedna sluchawka gra ciszej od drugiej niezaleznie od tego czy slucham bezprzewodowo czy za pomoca kabla efekt ten sam na wszystkich dostepnych urzadzeniach jakie mialem ;1
3014;jakosc dzwieku ta sama szczegolowosc ta sama rozmiar sceny i przejrzystosc dzwieku takoz ;3
3015;za zl zaplacil em w styczniu zl ;0
3016;pierwszy i ostatni raz kupil em produkt badziewiastej firmy ;1
3017;a najbardziej drazliwe bylo dla mnie to ze jak w nocy dziecko podnioslo sie z lozeczka to monitor wyczuwal brak ruchu i darl sie przerazliwym alarmem i nie wiadomo bylo co robic czy dziecko z placzu uspokajac czy urzadzenie szybko rozlaczac ;1
3018;nie wiem czy moja wina polega na tym ze filtr wodny przepuszcza kawalki szkla o srednicy podad cm ;1
3019;farba dekorala jest farba lateksowa latwa w utrzymaniu wszelkie zabrudzenia mozna z niej zetrzec nie naruszajac powloki farby ;2
3020;nie mam zielonego pojecia w ktorym momencie i jak ta woda wyplywa ;1
3021;przyznam ze podchodzil em do tego filmu z duzymi nadziejami ;3
3022;aby zweryfikowac dane wystarczy sprawdzic instrukcje obslugi z zaleceniami producentow sprawdzic najnizsze ceny samych oczyszczaczy i filtrow do nich na ceneopl co do innych opinii dotyczacych tego modelu jaka to nadzwyczajna funkcjonalnosc maja na mysli ;3
3023;nie warto przeplacac za drozsze ;3
3024;do tego uchwyt ktory odpadl od szyby razem z kamera juz po godzinie ;1
3025;sluchawka jest martwa bez zadnych objawo zycia ;1
3026;skladanie rodzinne nie wchodzi w rachube musieli smy czekac az zbudujemy jena czesc ;1
3027;telefon ma beznadziejnie slabe podswietlenie ekranu ;1
3028;w biurze nie uzywamy go do fakturowania ale wprowadzanie danych i obliczanie podatku wydruk deklaracji sa bardzo proste ;2
3029;garmin vivoactive hr to jedna wielka porazka i pieniadze wyrzucone w bloto ;1
3030;ogolnie ustawiony na max wytwarza duzo mgielki wodnej ale by rozprowadzic to w inne czesci pokoju potrzebny jest oddzielny wiatrak ;3
3031;szalone i szybkie wyscigi to wielki swiat gry burnout ktory naprawde wciaga ;2
3032;do sklepu a ja poszukam jakiegos topornego amerykanskiego rozwiazania albo kupie sobie ostry japonski noz kuchenny ;1
3033;tak to jest z pseudogadgetami ;1
3034;po km przednie opony do wymiany jeden sezon ;1
3035;zaznaczam ze pracuje na komputerach i takich urzadzeniach od kilkunastu lat ;3
3036;no po prostu bajka ;2
3037;jesli ktos chce miec pewnosc dlugiej bezawaryjnej pracy to tego modelu nie polecam ;1
3038;konkurencyjne puszki mialy wyzszaenergie sprezenia a przewidziane do tego samego zastosowania ;1
3039;wiec czym wlasciwie ;0
3040;a sruba mikrometryczna to troche okreslenie na wyrost ;1
3041;wada jest fakt ze widac lampki podswietlajace klawisze i to ze diody informujace o wlaczeniu klawiszy num cps scr i win lock swieca sie na jeden ten sam kolor niezaleznie od koloru klawiszy ;1
3042;ponadto niezbyt duzy komfort prowadzenie ;1
3043;pojemnik ktory bardzo szybko sie oproznia wszystko przemawia na tak aby go miec ;2
3044;widze ze duzo opinii pochwalny pisanych jest wiadomo przez kogo ;1
3045;smuci jedynie fakt ze cena jest zbyt duza za granica cena utrzymuje sie za ponad zl ;1
3046;miala byc szybka matryca idealna do transmisji sportowych niestety musimy ogladac z wlaczonym uplynniaczem pnm i z efektem teatru albo po wylaczeniu pnm obraz smuzy i sa artefakty ;1
3047;produkty chapii lubi wiekszosc psow ktore w ogole lubia taka karme ;2
3048;mysz wyglada w porzadku chociaz guzik pod kciukiem jest wykonany kiepsko latwo go niechcacy nacisnac a czerwona dioda spod niego przeswituje guzik odpowiedzialny za zmiane czulosci dziala bez zarzutu natomiast co najgorsze to to jak dziala nie widzi jakby malych ruchow co sprawia ze precyzyjne nacelowanie kursorem moze sprawic pewne problemy tak naprawde to jesli planujesz zakup myszki i za jej pomoca grania poszukaj innej za mniejsze pieniadze mozna znalezc lepsze myszki jednym slowem nie polecam;1
3049;od razu urwala sie plastikowa raczka ;1
3050;w jednym opakowaniu jest ampulek ;0
3051;jesli choc troche cenisz sobie jakosc dzwieku nawet nie mysl o kupnie tego produktu ;1
3052;ramie nie ma luzow stabilny talerz i mocna sila uciagu za nie cale zl to jest nowoczesne rozwiazanie ;2
3053;dziecie ma zdrowa pupe bez zadnych wysypek odparzen ;2
3054;musielismy troszke powiekszyc otwor w blacie na nia bo jest ciut wieksza niz planowana plyta ;3
3055;i wcale nie czuje sie starym facetem choc lata leca ;2
3056;wszystko by bylo ok jak by kosztowaly gora zl ;3
3057;od biedy pianke w srodku mozecie wymienic sami ;0
3058;sluchawki zakupil em dzieki opiniom na specjalistycznych forach ;0
3059;popsuja sie i nie oplaca sie naprawic ;1
3060;puste pudlo do zalet mozna zaliczyc przyciski multimedialne wraz z rolka do zmiany glosnosci rownomierne podswietlenie rgb i gotowe profile do gier ale to nie wyjasnia irracjonalnej ceny startowej zl ;3
3061;wloski zeby zostaly wyrwane musza byc naprawde bardzo dlugie wszystkie mniejsze sa urywane do tego zeby noga byla gladka trzeba po kilka razy jezdzic w tym samym miejscu co do bolu to wcale nie jest mniejszy ;1
3062;jak sie wysypie na podloge to jest to malutka garsteczka klockow z czego to klocki standardowe lego ;1
3063;podobno nie bylo zadnego problemu z zamowieniem nowych ;2
3064;po drugie dobrze sie rozsmarowuje ;2
3065;takze strzezcie sie upgradeow androida dla tego modelu ;1
3066;a spac nie idzie wpada sie w dziure ;1
3067;te plytki to straszny badziew ;1
3068;reasumujac nie liczyl em na jakies cudowne efekty ale produkt ten kompletnie odbiega od zapewnien producenta i tym samym nie spelnil moich oczekiwan ;1
3069;farba schodzi i podswietlenie przebija sie przez caly klawisz ;1
3070;wyprobowala m chyba wszystkie z dostepnych wkladek na polskim rynku i moim zdanie te sa najlepsze ;2
3071;i jak zobaczyla m ta dame w akcji to z pewna niesmialoscia pomyslala m sobie to jak zachowuje sie przecietna jeszcze nie dama ;1
3072;zawiera wiele cennych rad ktore przydadza sie zarowno doswiadczonemu inwestorowi jaki i poczatkujacemu ktory dopiero poznaje rynek i zasady ktore nim kieruja ;2
3073;kupione w polskich sklepach internetowych niestety nie koniecznie zaliczaja sie do tej kategorii ;3
3074;dlugo sie zastanawial em pomiedzy roomba a d ;0
3075;na niewielkim walcu jest zalozona opaska z tasmy magnetycznej albo jest to cienkoscienna tuleja ;0
3076;sa lepsze ;3
3077;niestety wozek ma kilka wad nie mozna przymocowac do niego torby pielegnacyjnej x landera niby sa do tego uchwyty ale torba sie kompletnie na nich nie trzyma nie jasna tez dla mnie jest waga wozka spacerowka w pelnej wersji wazy blisko kg z tego co wyczytala m mial wazyc kg to spora roznica ;1
3078;chociaz odtwarzacz muzyki dziala dobrze to luzny wtyk powodowal przy kazdym ruchu utrate kanalu lub obu szumy i stukoty ;1
3079;klawiatura natomiast bardzo wygodna klawisze plynnie odskakuja chce sie pisac ;2
3080;czasem odbiornik stoi mi przed oczyma wiec widze co sie dzieje chociazby dzieki czerwonemu alarmowemu ekranowi a ten dzwiek obudzil by zmarlego ;1
3081;nie polecam tego produktu ;1
3082;urzadzenie do strugania td wszystko dziala bez zarzutu tylko jakby urzadzenie mialo wlasny naped do przesuwania materialu obrabianego to bylo by idealnie ;3
3083;jedyny minus jaki dostrzegla m podczas uzytkowania wyczuwa wahania spadku wagi dopiero od ok kg ;3
3084;ewentualny koszt wysylki zestawu do panstwa to zl netto ;0
3085;nie jestem specjalista i moge sie mylic dlatego zakupionych perfum nie zwracam tylko zostana oddane do ekspertyzy rzeczoznawcy w przypadku potwierdzenia mojej opini sprawa zajma sie odpowiednie instytucje ;3
3086;dokladnie to samo ;1
3087;cieszy mnie odchylany zaglowek choc jesli chodzi o spanie glowka leci do przodu jednak moze to kwestia grubego zimowego odzienia sprawdzimy to lepiej wiosna i ogolne parametry produktu co daje w zakresie bezpieczenstwa ;2
3088;juz raz udowodnili mi ze maja sprzet na bardzo wysokim poziomie ;2
3089;pomocny jest tez timer ktory zmusza niejako dzieci do dokladniejszego mycia zebow ;2
3090;procek na architekture x staroc troche ;1
3091;do komputera stacjonarnego jezeli nie mamy go pod monitorem trzeba kupic przedluzacz ;1
3092;dlugo szukala m odpowiedniego fotelika dla bardzo wysokiej latki wczesniej uzytkowala m fotelik kg ten mial byc wiekszy producent podaje kg niestety jest to troche na wyrost chociaz teoretycznie dziecko miescilo sie w srodkowym przedziale wagowym kg to fotelik okazal sie zbyt maly ;1
3093;podzialalo u mnie i juz sie nie stresuje ;2
3094;tak samo jak i kazda listwa zeby ochronic komputer przed uderzeniem pioruna blisko czy tez prosto w linie musi byc wsparta przez odgromniki typu b i c w instalacji ;0
3095;probowal em kombinowac z pokretlami odpowiedzialnymi za niskie i wysokie tony ale do tej pory nie udalo mi sie wykrecic nic sensownego ;1
3096;ale i tak nie zmienia faktu ze burnout to bardzo dobra produkcja;2
3097;router rozchwiany emocjonalnie przypadek beznadziejny ;1
3098;wady ;1
3099;witam jestem posiadaczem owego fotela od miesiecy ;0
3100;znajomy sklepikarz przyznaje racje centrze ;1
3101;dalej napiecie juz tylko rosnie poniewaz cena tej czesci w serwisie wynosi zl ;1
3102;urzadzenie kiepsko wyposazone a niby pojemniki na jajka to nie pojemniki tylko podkladki do jajek wielki niewypal ;1
3103;podobno w wiekszosci lumii oprogramowanie jest do wymiany ;1
3104;jakosc wykonania tego konkretnego egzemplarza jest kiepska co tym bardziej zniecheca do gry ;1
3105;buczace creativy dla fanow wiejskiego basu wypadaja przy nich naprawde miernie pod wzgledem jakosci dzwieku ;2
3106;moja mama ma osiemnastoletniego i nic sie z nim nie dzieje prala w nim cala rodzina i przezyla jeszcze epoke pieluch tetrowych ;3
3107;zdecydowanie polecam ten model jesli ktos chce podzielic internet g miedzy lub wiecej komputerow ;2
3108;szczerze nie sadzielem ze komfort spania moze tak znacznie sie poprawic tylko przez zmiane koldry ;2
3109;po wylaczeniu wszystkich energozernych aplikacji i tak schodzila na zero b szybko ;1
3110;a wiec tak generalnie lubie prasowac prasowanie zelazkiem nie sprawia mi problemow klopotow lubie jak ubrania sa doskonale wyprasowane nie prasuje rekawow koszuli na plasko ubrania musza byc dla mnie wyprasowane perfekcyjnie ale jest kilka rzeczy takich ktore przysparzaja klopotow i zeby byla perfekcja trzeba sie przylozyc ;0
3111;w nocy gorzej ale ma bardzo mocna lampe ;3
3112;pralke posiadamy juz rok ;0
3113;wlasnie spalil sie silnik po polgodzinnej pracy ze szlifierka mimosrodowa po latach lekkiej pracy ;1
3114;dzikie kocieta ok tygodniowe juz po jednym dniu same wdrapaly sie do kuwety i o dziwo juz tylko tam zalatwiaja swoje potrzeby ;2
3115;po prostu na poczatku wydaje mi sie zbyt ciezki taki nie dla mnie dopiero po jakims czasie pachnie tak jak powinien ;3
3116;nie wiem ile firma zaoszczedzila na zastosowaniu plastikowych mocowan zamiast metalowych ale lepiej by zrobili zwiekszajac cene o te pare zlotych zeby w zamian nie trzeba bylo sie martwic czy mocowanie wytrzyma ;1
3117;bardzo glosno pracuje i czesto sie przegrzewa ;1
3118;malo przekonywujaca gra aktorow trudne sytuacje rodzinne i zawodowe ;1
3119;no i system napisania szelek w czasie uderzenia tez jakis bezpieczniejszy ;2
3120;grafika dzwiek grywalnosc na bardzo wysokim poziomie ;2
3121;teraz jest niemiecka jakosc ;3
3122;jest to swietne poczujecie sie jakby scie grali na xie ;2
3123;kupil em moj jako nowosc i po ch latach uzytkowania dzis nie kupil by m go ponownie ;1
3124;jest to blad konstrukcyjny ;1
3125;zawsze podlaczal em modem do jednego komputera i dzielil em przez wifi ;0
3126;moja kosa juz po pierwszym tygodniu uzywania srednio h dziennie wyladowala w serwisie ;1
3127;fotelik jest dobrze obudowany i dziecko dobrze sie w nim trzyma ;2
3128;kpina ;1
3129; super wodoodporna z tke ;0
3130;tak wiec jestem zawiedziona kolejny bubel wyprodukowany na czas gwarancji po czym gdy takowa sie konczy produkt laduje na smietniku ;1
3131;gdzies po miesiacach problemy z mikrofonem sie zaczely raz dzialal raz nie po nie odpinal em go poniewaz wtedy juz nie dzialal na dlugo i nie chcial em kusic losu liczac na kolejny cud ze jak podlacze to znowu zadziala ;1
3132;glosnik slaby przereklamowany kupil em w saturnie i po dniach oddal em ;1
3133;swietna rola audrey tautou ktora przypominala chanel nie tylko wygladem ale rowniez zachowaniem ;2
3134;drukarka uzywana w firmie wymaga codziennego czyszczenia glowicy ;1
3135;wedlug mnie najlepszy smartfon w tym przedziale cenowym ;2
3136;moim zdaniem nadaje sie na prezent ;2
3137;sluchawki sa luzne przez co niektore czestotliwosci uciekaja bokiem bas uslyszycie jak docisniecie je rekami chociaz to tez dudnienie a nie bas ;1
3138;czy zuzywa tak malo pradu ;3
3139;kupila m troche bez zastanowienia w internecie ze wzgledu na male dziecko ;3
3140;okap przyszedl bez filtrow zglaszalem reklamacje nic nie dalo bo nie sprawdzilem po dniach dostalem oficjalna informacje od samsunga ze okap sprzedawany jest bez filtrow po czym wykonalem reklamacje do media markt ;1
3141;podczas krojenia cebuli odlamek skorka zablokowala noz a wyzej wspomniana zaslepka trzymajaca sie na wielkosci glowki zapalki trzpieniach zerwala sie ;1
3142;uzytkuje od miesiaca codziennie na roznych funkcjach ;0
3143;moge tylko powiedziec ze wahal em sie pomiedzy nim a atoll in se ktory ma wiecej szczegolow ale jest mniej uniwersalny zl wbudowany przedwzmacniacz phono poki co testowal em w zestawieniu z rega fono mini slabo i rega fono mm mk zl moze ma mniejsza moc i slabszy bas ale gra czysciej i ma ogromna scene wyjscie sluchawkowe jest lepszej jakosci niz w mojej karcie dzwiekowej creative sound blaster x fi hd zl do tego masa dodatkow i radio ;2
3144;na uwage zasluguja rowniez nie najgorsze efekty specjalne charakteryzacja mutantow jak i swietne zdjecia ;2
3145;porazka i totalny niewypal ;1
3146;niestety tym termometrem mozna sprawdzic co najwyzej czy kurczak juz sie rozmrozil ;1
3147;powiedzieli mi w serwisie ze srodek ekspresu to cala chinszczyzna wiec juz wiem czemu sie tak dzieje ;1
3148;kazdy z tych mebli ma jakas wade lozeczko jest porysowane szuflada od szafy ma krzywe prowadnice co sprawilo ze jest przesunieta w prawo wkrety do przymocowania skrzydla do sciay bocznej byly za dlugie i przebily na wylot skrzydlo z zyrafa a w komodziee gorna szuflada otwiera sie ale przez to ze na gorze jest przewijak ciezko sie ja otwiera do tego galki do otwierania szuflad sa ciemne a jasne jedna z prowadnic w szufladzie od komody jest zamontowana nie po tej stronie co trzeba takze odrazam kupno tego zestawu mebli ;1
3149;w poniedzialek jade go oddac ;1
3150;biorac pod uwage takie zachowania serwisu myphone zdecydowanie odradzam te marke ;1
3151;bez problemu radzi sobie z miekkimi owocami jak i z twarda marchewka ;2
3152;na dodatek brytyjski dystrybutor wysyla towar do polski ;0
3153;kiedy pierwszy raz odpalil em ta gre wylaczyl em ja po dluzszej chwili dlaczego ;1
3154;niedbale wykonanie ;1
3155;za te pieniazki najlepszy na rynku ;2
3156;uzywam jej od ok lat ;0
3157;dziwne ze udaje sie to bezproblemowo innym firmom ;3
3158;wszystkie tony sa jakby utemperowane i zrownowazone ;2
3159;stoi na podlodze na filcowych podkladkach wiec jest naprawde cichy porownuje go z drozszym modelem z castoramy tego to slychac na parterze ;2
3160;jestem bardzo zadowolony z zakupu i goraco polecam ten hybrydowy odtwarzacz djom ktorzy chca miec duze mozliwosci za naprawde niewielkie pieniadze ;2
3161;skusil em sie na ten ponoc dobry model nokii przedluzajac abonament ;3
3162;w tej czesci uczymy sie nie tylko jezdzic ale tez szanowac i dbac o samochod aby nie zniszczyc i dojechac do mety ;2
3163;produkt po pierwsze nie jest lekiem ;1
3164;na wstepie moge napisac ze obiektyw jest bardzo masywny w porownaniu z kitowym obiektywem mm ;3
3165;jesli chodzi o reszte to brak osiowosci lawki brak stabilnosci cwiczac na lawce skos ujemny radze zakladac pampersa ;1
3166;ponadto ow materac zbudowany jest powierzchniowo z pianki poliuretanowej jak wiekszosc w tej cenie ktora z czasem sie utlenia i wybija tzn splaszcza ;0
3167;moge jednak polecic produkt bo ma dobry stosunek jakosci do ceny ;2
3168;to co bylo napisane w recenzji nijak sie ma do realu ;1
3169;posiadam aparat od pol roku ;0
3170;dobili marke ;1
3171;jezeli tylko ssawka nie jest przypchana odkurzacz pierze bardzo dobrze co widac zreszta po stopniu zabrudzenia wody ;3
